379	1.307686	0.918948	2
73815	7.273513	0.587921	1
15301	2.307037	0.760870	2
20916	1.680505	0.224410	2
26746	9.629771	0.277058	3
12254	11.222393	1.693963	2
11563	11.953818	0.511247	3
45974	2.614583	1.522313	1
30612	3.235596	0.226951	1
49336	5.003686	1.222841	3
14134	6.643169	0.874508	2
6052	1.607996	0.921519	2
30422	13.423354	1.492604	3
58616	9.856534	0.177721	3
8695	5.852513	0.972627	2
42825	1.795589	0.628731	1
75095	12.355647	0.449559	1
27301	9.718979	0.110378	3
6345	2.773453	1.214899	2
31417	10.022699	1.021786	3
9635	3.313278	0.960087	2
31674	11.888741	1.668810	3
5079	0.977126	1.507285	2
8677	1.619000	0.819586	2
0	2.945754	0.198500	2
31276	5.429732	0.137278	1
0	2.822417	0.693222	2
67620	11.720966	0.464824	1
8812	1.846073	1.281614	2
32642	9.780598	1.427642	3
13578	0.000000	0.656435	2
42581	12.712206	0.214920	3
74325	10.488659	0.486643	1
20578	2.923062	0.249583	2
31526	8.614835	0.004352	3
15723	5.036867	0.043663	2
74453	14.160791	1.189993	1
68229	5.257531	1.348691	1
32240	10.878076	1.043732	3
34105	4.231891	1.440090	1
10109	6.500015	1.588579	2
9136	2.573169	1.034576	2
72946	13.254152	1.571169	1
46534	9.889174	1.080758	3
25107	7.969001	0.109961	3
22225	10.896927	1.675885	3
20833	8.499786	1.426228	3
7884	2.755211	1.149896	2
28368	1.993666	1.318493	1
12308	2.914293	0.741572	2
70778	10.915008	0.081666	1
28853	9.867686	1.529277	3
41922	11.961839	1.620625	3
21603	7.901906	1.487612	3
73974	12.308558	0.982165	1
12981	8.420689	0.313935	2
10775	1.478138	0.203097	2
7442	3.122135	1.003200	2
14498	9.277947	1.183442	3
80330	14.069399	1.341184	1
65297	5.856309	0.654326	1
9839	0.000000	0.220622	2
38366	8.126407	1.618072	3
70711	6.393741	1.347327	1
40021	4.059099	1.172001	1
10045	1.553333	1.432200	2
10458	4.313992	1.539578	2
6758	2.012887	0.048531	2
27080	5.359605	0.634714	1
23737	10.067287	1.162455	3
31639	4.520877	0.938790	1
6485	3.764643	0.394182	2
25945	2.152013	1.400850	1
40119	1.684927	1.322496	1
43214	9.995329	0.149675	3
69661	7.562942	0.947120	1
42764	4.617149	1.215627	1
39860	11.333399	0.139711	3
3169	5.620760	0.108520	2
6800	2.764551	0.496186	2
25057	2.970040	1.336530	1
45487	11.084342	0.501535	3
49077	10.308744	1.388581	3
74690	10.939761	1.053992	1
14532	3.011189	0.881307	2
50416	10.190821	1.570152	3
6866	0.000000	1.118810	2
5301	0.000000	1.571823	2
12440	2.295570	0.549904	2
45125	12.652419	1.345200	3
48193	10.540322	0.554854	3
37264	9.151554	0.020571	3
75004	11.356143	0.754679	1
35246	7.872644	0.884486	3
26451	12.939957	1.316392	3
47274	13.620799	0.870759	3
30949	13.650354	1.066683	3
37538	9.589578	1.051238	3
42616	8.626222	0.130013	3
69004	10.773981	0.546906	1
69232	6.258533	0.210422	1
32945	11.526323	1.464832	3
33142	9.548477	0.483566	3
38299	3.534999	0.552302	1
40692	5.217501	0.435146	1
39019	9.776013	1.574882	3
22145	4.416545	0.046012	1
67984	7.207389	0.867612	1
16022	1.727396	0.285391	2
28494	4.867778	1.054745	3
48039	8.919020	1.454239	3
42929	11.935100	1.086228	3
19528	3.095913	0.842644	2
36153	9.921569	0.890725	3
42390	1.175115	0.561072	1
29461	10.504469	1.409096	3
50437	11.255589	0.534682	3
24994	8.176935	0.111316	3
33105	9.450729	0.943247	3
12013	3.479317	0.821975	2
19715	1.525185	0.474734	2
7824	2.507247	1.310588	2
9091	2.514762	0.625426	2
81680	18.991955	0.806404	1
26679	10.127480	0.337280	3
20136	10.430723	1.221849	3
8682	5.831226	1.383594	2
38342	7.767668	1.696395	3
8027	9.538563	1.158583	2
30726	0.755056	0.716880	1
61261	8.423704	0.641609	1
28074	9.937961	1.570487	3
1375	2.991481	1.231724	2
25548	10.788949	1.089694	3
65982	9.953630	0.839692	1
59239	8.243218	0.491498	1
9802	4.397277	1.630509	2
34259	10.114284	1.200729	3
0	0.344822	0.389763	2
67817	2.455463	0.520022	1
38168	10.560463	0.579310	3
66307	8.834608	1.428535	1
74833	8.855527	0.052325	1
11752	0.000000	1.062945	2
68675	7.116276	1.134455	1
7765	7.277267	1.044674	2
52742	2.918309	0.585224	1
33153	9.641003	0.073288	3
33499	8.349662	1.155488	3
68318	5.235910	0.457410	1
74994	9.829923	0.891519	1
4924	1.361392	0.339824	2
27437	12.553344	1.464758	3
10845	0.444840	0.975245	2
66941	6.264487	1.555839	1
18698	4.051844	0.423403	2
72938	22.001198	0.751595	1
79789	13.833102	0.559149	1
36517	11.031394	1.634781	3
41520	6.808625	0.765098	3
21862	11.886383	1.477078	3
50392	2.832789	0.541830	1
69808	9.735715	0.653834	1
24483	2.075146	0.934303	1
2458	3.758644	1.405953	2
12952	1.784164	0.829550	2
27768	5.598826	1.030010	1
65525	8.372683	0.138050	1
22656	8.828800	0.839960	3
25545	8.274401	0.768536	3
44345	10.284092	1.681121	3
10241	0.000000	1.038166	2
9176	1.006205	0.449083	2
17258	2.998895	0.517789	2
38662	7.023512	0.249562	1
52184	0.950258	1.158413	1
11504	5.427213	0.822363	2
64040	8.735337	0.975296	1
5946	4.136805	0.040336	2
17012	0.000000	1.572749	2
12609	1.954285	1.301005	2
63277	11.399589	0.510902	3
23916	10.886916	0.350411	3
11582	5.260176	0.242844	2
14722	5.007964	0.800326	2
23478	11.485611	1.253029	3
24688	9.932002	0.329425	3
49016	3.862592	1.319443	1
68320	2.963502	0.624381	1
2917	0.000000	1.472290	2
8030	0.106039	0.262691	2
9113	1.612445	0.105148	2
11316	3.796872	0.152133	2
45218	7.379521	0.585672	3
58537	12.934970	0.871964	3
46934	2.192332	1.624612	1
46606	2.153286	0.044820	1
13368	3.236796	0.598947	2
3235	5.164424	0.750966	2
75915	13.276536	1.514850	1
5427	2.032323	0.138913	2
54255	9.149599	0.360764	3
34431	10.466208	0.097649	3
59698	1.983220	0.265510	1
33329	3.951394	1.538076	1
72103	6.491231	1.646563	1
20341	0.000000	0.938744	2
32797	10.573721	0.196631	3
14	4.856345	0.196894	2
11440	9.382864	0.675724	2
29829	11.818205	1.493375	3
9180	3.398704	0.314004	2
37775	1.362705	0.542451	1
72476	8.363954	0.971652	1
41264	10.865192	1.266346	3
26890	9.390001	0.879247	3
67546	9.600995	0.106256	1
13793	5.105233	0.043270	2
34563	11.692075	0.576153	3
37229	11.825534	0.371772	3
2177	5.357582	1.610324	2
5903	1.224572	1.259761	2
56335	1.879435	0.513595	1
46629	3.049201	0.965450	1
34801	4.526534	1.606784	1
62851	4.750596	1.006261	1
70093	9.992934	1.424505	1
59305	2.943170	0.293752	1
22021	2.681127	1.550144	2
7743	4.478142	1.012668	2
33420	11.519910	0.322142	3
79418	14.285517	0.164929	1
30761	9.781170	0.959815	3
33912	10.918914	1.459200	3
14592	9.348877	0.488790	2
10304	0.000000	0.365831	2
56139	10.011699	0.808154	3
41687	11.169826	1.134766	3
8782	0.000000	1.570893	2
68697	12.769397	0.576901	1
30576	8.067622	1.361686	3
69143	10.002553	1.599648	1
38721	1.885454	0.854488	1
10808	7.233258	1.394216	2
45158	12.517499	0.756010	3
30166	1.482072	1.495509	1
25701	2.748696	0.078916	1
8876	3.601531	0.025176	2
14949	3.943828	0.407780	2
72216	8.874219	0.382870	1
34905	8.997600	0.096595	3
16724	1.836431	0.848270	2
75739	13.640058	1.145702	1
68957	9.240490	1.347208	1
55200	3.459850	1.280990	1
10934	0.000000	1.080153	2
33200	9.484081	1.304292	3
81566	12.642501	0.827258	1
14404	5.052739	0.934551	2
21885	11.241085	0.477487	3
57872	2.837195	1.630232	1
65421	8.775196	0.113350	1
2678	0.000000	1.249004	2
39840	8.442359	0.994712	3
71672	13.197499	0.632076	1
0	2.012857	0.345124	2
33708	9.078143	1.435468	3
9413	0.733007	1.469176	2
79784	12.556898	1.332769	1
17430	1.002485	1.578669	2
8970	0.000000	0.122199	2
42781	2.103213	0.206573	1
41048	9.004429	1.079654	3
52435	2.785139	1.575877	1
34917	1.650758	0.231828	1
20410	6.804718	1.316993	2
21929	11.646371	0.212987	3
26438	8.567694	1.258819	3
71351	12.242562	1.347914	1
44571	0.000000	0.997158	1
8398	8.225722	0.645083	3
32036	6.881266	1.284087	3
32459	9.972638	0.612490	3
25703	1.999093	0.159096	1
76680	14.518755	0.825240	1
15483	11.358187	0.042987	3
11404	3.002805	0.828525	2
40829	8.774889	0.651462	3
3623	0.777103	0.909031	2
14444	5.358661	0.634354	2
4059	4.527319	0.850384	2
10093	1.729668	0.241496	2
3508	0.000000	0.698618	2
9846	1.789836	1.211841	2
39844	10.581464	0.696230	3
22506	12.191119	0.559368	3
7410	0.000000	1.085160	2
81154	11.706931	1.268492	1
43334	11.478547	1.099449	3
13175	3.703971	0.634006	2
77087	12.243973	0.933973	1
37292	10.544467	1.018373	3
60279	13.715682	0.995491	1
15672	8.713446	0.425754	3
46993	2.818976	0.617769	1
69299	17.079102	0.324142	1
24806	11.369829	0.275387	3
34841	13.482679	0.685418	3
64929	8.145706	0.648054	1
11207	4.415240	1.691594	2
30101	9.660846	1.656796	3
7106	5.276122	0.746945	2
41958	9.348365	0.208639	3
76330	14.910424	0.346554	1
14334	3.588390	1.366351	2
19777	10.815697	0.152091	3
7486	4.771430	0.269565	2
9016	6.811502	0.117947	2
19027	0.000000	0.523499	2
44873	2.155025	1.090478	1
27571	2.883669	1.223835	1
52716	4.566383	1.377522	1
74369	11.281955	1.320201	1
23770	2.525942	1.291888	1
7848	7.608006	1.386930	2
76279	11.952792	0.432331	1
13604	1.724394	1.355500	2
5313	4.062825	1.216330	2
6318	0.247696	1.048950	2
12458	7.300635	0.140374	2
76506	14.547232	0.426079	1
6445	2.770848	0.765860	2
19623	5.294421	1.601932	2
64806	11.576621	1.046616	1
9067	4.696957	0.873007	2
73158	13.305471	1.525872	1
38386	3.264560	1.554070	1
1590	4.683212	0.453732	2
34885	10.632557	0.857749	3
68765	9.795621	0.087866	1
78509	14.094419	0.175758	1
28716	9.746185	1.288942	3
66687	7.067867	1.083161	1
3326	4.486406	0.499066	2
16354	10.328079	1.509556	3
68964	9.352160	1.020126	1
68289	8.876809	1.570197	1
2629	5.198989	0.159765	2
45487	6.315131	1.611125	3
33077	10.154896	0.435930	3
40475	4.981744	0.062398	1
40426	13.823326	0.620746	3
70845	13.131041	1.211628	1
16142	0.000000	0.252132	2
8119	1.054032	1.518243	2
67776	7.229699	0.966675	1
34998	10.942211	0.901830	3
42962	13.985587	0.375858	3
7974	0.970726	0.160834	2
36557	9.964568	0.855525	3
17074	12.077546	0.868093	3
38556	3.022821	0.509453	1
8385	0.000000	0.372531	2
9117	0.000000	1.486477	2
27120	9.656057	0.593243	3
31468	8.401176	0.872382	3
28101	1.470821	0.982453	1
53953	0.890469	1.523868	1
9321	1.063570	0.206470	2
34814	2.289906	0.616920	1
9995	8.809709	0.616624	3
74020	12.882698	0.323587	1
21742	13.843364	0.047942	3
19300	5.265408	0.280983	2
21451	1.123909	1.654939	2
6724	1.641959	0.007953	2
66410	7.535952	0.337388	1
12825	5.000357	1.537598	2
46475	4.352084	0.997199	1
45676	8.740734	0.170761	3
41853	1.415812	0.747218	1
43239	5.287119	1.193415	3
17665	4.636433	0.490738	2
43013	9.108584	0.942648	3
32247	9.070032	0.521747	3
2059	5.308448	1.308427	2
76695	15.703791	0.170221	1
13646	2.805809	0.031156	2
38200	14.076865	0.924123	3
12124	7.031406	1.261594	2
36445	2.563017	1.354548	1
64771	11.828739	0.557730	1
33349	2.728724	0.568139	1
11711	5.682250	0.385523	2
32542	9.851889	0.219583	3
12227	0.000000	1.119490	2
13769	8.131330	1.527612	2
9756	3.313443	1.183411	2
24543	10.489147	0.360500	3
67516	5.542229	0.227118	1
37706	7.827204	0.265180	3
15514	1.538099	0.391532	2
19582	9.343582	0.568369	3
74531	8.629309	1.382695	1
28198	11.909968	0.074902	3
39796	11.361724	0.371695	3
40060	10.272451	0.898960	3
8362	12.872638	1.511548	3
43905	2.342980	1.228364	1
8482	1.611967	0.838634	2
41024	8.652097	0.237024	3
17618	4.385875	1.016381	2
8616	1.508844	0.177925	2
9781	6.004514	0.247523	2
33660	7.631815	0.514835	3
115	5.131162	1.573605	2
35117	2.791168	1.529330	1
8874	3.575980	0.074001	2
69669	8.003854	1.503450	1
13766	2.935076	1.596979	2
24250	10.512713	1.433850	3
71586	5.238311	1.226403	1
35074	5.311708	0.043846	3
57319	9.823325	1.499047	3
32639	10.068787	0.420567	3
38780	2.460945	1.108035	1
48115	13.464557	1.031365	3
67147	12.572010	0.186481	1
27256	0.874082	0.796507	1
10174	3.130009	0.457998	2
30066	6.155951	0.553709	3
8328	5.324297	0.847801	2
29805	12.007404	1.374652	3
5527	4.693050	1.234841	2
47946	3.669336	1.221961	1
7753	1.453486	0.770843	2
31026	8.795198	0.793028	3
7623	7.422390	0.212343	2
53098	2.868638	0.608110	1
34560	7.477404	1.504360	3
37582	12.174296	0.761860	3
42251	1.591738	1.628785	1
13349	2.259990	1.143360	2
1457	0.000000	0.795104	2
10644	5.130948	1.347636	2
6883	2.283511	0.744016	2
12443	1.337503	0.801679	2
7506	3.842799	0.207567	2
32704	11.174341	1.112088	3
57792	4.898013	1.014859	1
35140	12.824250	0.522854	3
